Hour,HouseUsage,Day
23,46.533516664,27
00,63.605833333999996,28
01,68.862949999,28
02,55.402266669,28
03,43.266366667,28
04,34.399283329999996,28
05,53.196816665,28
06,46.436383334,28
07,56.921283331,28
08,60.137649999,28
09,49.366283334,28
10,49.500600003,28
11,52.885433333,28
12,60.266283334,28
13,73.715299997,28
14,54.917333333,28
15,18.126533332,28
16,29.321316667,28
17,26.743083329,28
18,20.888083333,28
19,41.947833333,28
20,54.375750000000004,28
21,27.521800002,28
22,36.435600002,28
23,97.540233331,28
00,158.319583331,29
01,152.834866665,29
02,82.760116669,29
03,70.027599997,29
04,46.386916667,29
05,41.12835,29
06,43.401033335,29
07,48.701199999,29
08,48.562633332,29
09,52.961949999,29
10,54.171533332,29
11,75.726733332,29
12,50.871066669,29
13,48.216916669,29
14,62.867100004,29
15,62.954699997,29
16,49.059600002,29
17,40.136166664,29
18,26.310783334,29
19,27.777433335,29
20,14.218416666,29
21,24.58425,29
22,90.931599999,29
23,258.160483333,29
00,62.665133331,01
01,71.740700006,01
02,69.282066666,01
03,52.591166665,01
04,32.867983334,01
05,38.841349999,01
06,40.223100001,01
07,52.117283335,01
08,41.049833334,01
09,47.381316667,01
10,48.373733335,01
11,75.1213,01
12,80.346216667,01
13,23.9905,01
14,46.587850003,01
15,55.226216666,01
16,6.539000002999999,01
17,5.6311499949999995,01
18,3.732649998,01
19,14.726466667999999,01
20,8.963383334,01
21,20.662983332,01
22,31.607383332999998,01
23,59.095616673,01
00,74.384516665,02
01,67.260016668,02
02,55.580999998,02
03,51.425866667,02
04,46.519500003,02
05,34.034249996999996,02
06,37.67065,02
07,39.7451,02
08,34.681016666,02
09,39.859499999,02
10,40.145949998,02
11,62.61333333,02
12,78.367599996,02
13,42.551933331,02
14,25.484166664,02
15,21.367750002,02
16,23.063116667,02
17,24.7565,02
18,7.584600002999999,02
19,3.9214333339999996,02
20,8.578950000999999,02
21,17.396650001999998,02
22,52.451399998,02
23,89.647600001,02
00,94.151800001,03
01,99.400583331,03
02,183.63996667,03
03,124.820833335,03
04,67.978333333,03
05,26.721900000999998,03
06,41.139833332,03
07,45.75555,03
08,45.220549996,03
09,48.280533335,03
10,45.443649998,03
11,69.36165,03
12,61.492083334,03
13,36.329599998,03
14,26.916966667,03
15,39.20245,03
16,33.889649999999996,03
17,22.01005,03
18,14.581200001,03
19,12.855233334,03
20,13.084699996,03
21,36.11093333,03
22,36.447433335999996,03
23,84.098349998,03
00,108.468150006,04
01,74.235550002,04
02,129.044849998,04
03,103.275316667,04
04,27.759650002,04
05,26.851983335,04
06,44.893883335,04
07,48.930366666,04
08,47.21998333,04
09,51.79071667,04
10,49.544233334,04
11,66.128383333,04
12,77.811400004,04
13,45.001066664,04
14,35.019699996,04
15,31.305116667,04
16,16.000683335,04
17,11.007683337,04
18,6.7316,04
19,9.701366665999998,04
20,35.45221667,04
21,56.565066668,04
22,67.445200002,04
23,100.099566669,04
00,210.568066667,05
01,91.010583333,05
02,83.55471667,05
03,78.780383333,05
04,67.517233334,05
05,48.288400001,05
06,36.669933336999996,05
07,42.389116671,05
08,56.487066669,05
09,45.273783331,05
10,94.16043333,05
11,50.61615,05
12,30.232616666,05
13,29.326499996,05
14,25.566399998999998,05
15,13.5963,05
16,4.008083331,05
17,14.093633336,05
18,13.715349998,05
19,20.688450003,05
20,30.75171667,05
21,17.919266669,05
22,29.928249999,05
23,50.62145,05
00,41.011950002,06
01,40.564083331,06
02,45.971383333,06
03,40.940716668,06
04,44.991033334,06
05,43.266133334,06
06,43.681100001,06
07,42.685216664,06
08,49.458983332,06
09,45.299383331,06
10,42.319283339,06
11,53.130700001,06
12,43.419849999,06
13,32.278499999,06
14,22.12568333,06
15,10.672750000999999,06
16,10.989250003,06
17,6.896366666,06
18,3.8902500329999996,06
19,6.582683336,06
20,6.136349997999999,06
21,15.083549996999999,06
22,46.364833333,06
23,91.841166665,06
00,114.746933334,07
01,102.543466666,07
02,94.280933332,07
03,48.979199998,07
04,29.845283334999998,07
05,41.111983334,07
06,36.100433334,07
07,42.460399998999996,07
08,43.355916665,07
09,51.80135,07
10,41.808316667,07
11,66.826700006,07
12,72.458716663,07
13,62.064999998,07
14,63.741383334,07
15,22.791216664,07
16,21.854383336999998,07
17,15.964566665,07
18,19.745450001,07
19,45.232116665999996,07
20,45.2347,07
21,145.625783337,07
22,179.879083332,07
23,161.850533328,07
00,69.862266665,08
01,60.213833337,08
02,88.18753333000001,08
03,57.658466667,08
04,27.319533333,08
05,24.232883331,08
06,41.132200003,08
07,31.987383336,08
08,43.461933331,08
09,36.9226,08
10,53.223616668,08
11,53.879233335,08
12,78.041133338,08
13,44.746566671,08
14,34.666800002,08
15,3.5728333339999994,08
16,9.240949998,08
17,4.221733333999999,08
18,3.674150000999999,08
19,12.525383329999999,08
20,15.074933333999999,08
21,24.871016667,08
22,30.5639,08
23,38.218316668,08
00,43.609066665,09
01,61.942283338,09
02,58.917500004,09
03,45.782616664,09
04,22.770650004,09
05,22.909733333,09
06,23.48775,09
07,26.733066668,09
08,26.786233333,09
09,40.083433331,09
10,35.100200003,09
11,52.987683332,09
12,74.263149999,09
13,24.033100002999998,09
14,7.635633335,09
15,5.306883330999999,09
16,3.6180833329999995,09
17,20.292966665999998,09
18,6.0206666659999994,09
19,30.383833330999998,09
20,40.558716668,09
21,24.518583336,09
22,27.019333331,09
23,61.074416666,09
00,55.836199996,10
01,53.977883332,10
02,44.541950007000004,10
03,31.136366667,10
04,23.94415,10
05,27.262499998,10
06,36.674500001,10
07,27.913483333,10
08,23.759250000999998,10
09,25.382800004,10
10,19.514133332,10
11,23.519916663,10
12,50.476433335,10
13,56.763249997,10
14,59.536316664,10
15,19.757049996,10
16,17.463866668999998,10
17,17.919499999,10
18,19.532916668,10
19,37.74878333,10
20,47.649733336,10
21,41.336516669,10
22,42.540716663,10
23,56.205833332,10
00,27.215149998999998,11
01,26.970199995999998,11
02,40.548833332,11
03,47.0182,11
04,26.732499998999998,11
05,21.389383331999998,11
06,22.317783336999998,11
07,22.748799998,11
08,22.149100001,11
09,22.066050002999997,11
10,21.613849999,11
11,21.527083331,11
12,42.311233337,11
13,45.939549999,11
14,48.766216667,11
15,15.469116669,11
16,20.617683333,11
17,19.770399997,11
18,12.677283335999999,11
19,51.849666666,11
20,30.724066668,11
21,37.786733328,11
22,24.525533332,11
23,45.874833336,11
00,52.182233333,12
01,58.72353333,12
02,46.922050002,12
03,35.526599999,12
04,22.347233330999998,12
05,23.109566667,12
06,29.026466666999998,12
07,32.915266668,12
08,44.858933334999996,12
09,34.097266667999996,12
10,51.777566669,12
11,51.663133332,12
12,56.740633333,12
13,51.423566666999996,12
14,28.218800002,12
15,44.038283328,12
16,29.105966666,12
17,10.582433334,12
18,5.1966333339999995,12
19,7.905816664999999,12
20,16.127866664,12
21,17.237116667,12
22,28.140333333,12
23,52.413416669,12
00,49.401033331,13
01,46.41175,13
02,46.226583334,13
03,37.753833333,13
04,23.794316671,13
05,25.735833335,13
06,29.154216669,13
07,23.778466667,13
08,25.585916667,13
09,29.429416666999998,13
10,33.106883333,13
11,75.868016668,13
12,47.936266669,13
13,55.858666663,13
14,29.023433337,13
15,24.058516664,13
16,33.368150001,13
17,4.518050002999999,13
18,9.492016669,13
19,9.675300001,13
20,18.677466667,13
21,123.344966668,13
22,68.31755,13
23,37.78361667,13
00,75.572066667,14
01,72.744949998,14
02,60.880099996,14
03,23.507716664,14
04,23.973183331999998,14
05,23.269683336,14
06,27.02708333,14
07,26.822049999,14
08,23.878683332999998,14
09,30.238966666,14
10,48.877533335,14
11,29.983883331999998,14
12,74.2931,14
13,60.955983334,14
14,35.794799999,14
15,34.997683334,14
16,58.229099998,14
17,51.402416667,14
18,60.148950001,14
19,46.811233331,14
20,49.533199999,14
21,48.8943,14
22,91.012333332,14
23,89.473116666,14
00,96.955916668,15
01,74.397450001,15
02,80.493216665,15
03,73.154166666,15
04,66.940533336,15
05,40.864566669,15
06,42.279133333,15
07,43.465050002,15
08,50.510216669,15
09,51.510516667,15
10,64.184699997,15
11,76.221183334,15
12,58.761300001,15
13,25.128333333,15
14,24.744416668,15
15,23.650499997,15
16,25.919299998,15
17,41.107849997,15
18,27.772966666,15
19,41.075483334,15
20,41.469766667,15
21,64.038933331,15
22,62.884150002,15
23,51.263349997999995,15
00,69.2494,16
01,57.011883335,16
02,52.159033336,16
03,43.534099999,16
04,27.892366669,16
05,32.051733331,16
06,39.084450002,16
07,48.069633336,16
08,42.473550001,16
09,41.205066668,16
10,75.871666666,16
11,56.342466666,16
12,50.456216669,16
13,23.581633337,16
14,18.027049997,16
15,13.057483334,16
16,4.2655833329999995,16
17,6.677133333,16
18,6.988016665999999,16
19,10.595016668,16
20,18.345366666,16
21,30.162883332,16
22,71.249683331,16
23,57.956133336,16
00,49.694550002,17
01,78.532716666,17
02,107.583666671,17
03,80.29058333500001,17
04,42.552266667,17
05,35.277383336,17
06,29.965033333,17
07,28.398916663999998,17
08,24.250900000999998,17
09,45.861383336,17
10,49.051200001,17
11,63.716650001,17
12,39.822483334,17
13,19.410883333999998,17
14,9.07908333,17
15,5.057333334999999,17
16,7.791283332999999,17
17,29.981800001,17
18,33.715500002,17
19,17.873766662999998,17
20,26.747550002,17
21,41.292216669,17
22,55.864266667,17
23,49.191183331,17
00,50.357399996,18
01,63.902216663000004,18
02,67.151966665,18
03,32.561416666,18
04,31.615466664,18
05,39.626199996,18
06,44.802366666,18
07,63.315633331,18
08,49.850633332,18
09,39.0556,18
10,75.757900002,18
11,77.448933338,18
12,59.306883332,18
13,28.917416667999998,18
14,29.418866664,18
15,24.397133333,18
16,9.817633331,18
17,26.4952,18
18,68.227066665,18
19,57.753633336,18
20,22.514983333,18
21,38.612366666999996,18
22,63.880233332,18
23,153.143233334,18
00,136.047116669,19
01,175.897450003,19
02,99.802516669,19
03,96.663483335,19
04,27.081649999,19
05,37.758133330999996,19
06,36.293666666,19
07,42.429000001,19
08,45.107633332,19
09,47.257350002,19
10,43.049533337,19
11,64.707849999,19
12,76.747200002,19
13,43.717499996,19
14,28.91088333,19
15,23.214483333,19
16,64.411866665,19
17,18.32781667,19
18,21.007133331,19
19,38.170066669,19
20,18.522066665,19
21,40.089466663,19
22,33.191833333,19
23,42.579816665,19
00,59.453249997,20
01,61.981633335,20
02,61.366733333,20
03,30.705183334,20
04,42.916833334,20
05,51.368599998,20
06,57.855633331,20
07,44.752016669999996,20
08,53.474583331,20
09,50.979983337,20
10,56.459783331,20
11,60.493016663,20
12,69.5736,20
13,62.824750001,20
14,32.442716665,20
15,32.163633333,20
16,34.127400001,20
17,51.209533332,20
18,54.237066667,20
19,89.142633333,20
20,84.485916666,20
21,45.842366670000004,20
22,58.099349999,20
23,92.57528333,20
00,100.389533332,21
01,72.588566666,21
02,63.581950001,21
03,37.809233333,21
04,33.19741667,21
05,41.642866661,21
06,36.980966668,21
07,49.865516663,21
08,43.557749999,21
09,65.969416666,21
10,61.282266669,21
11,63.360250002,21
12,43.263699998999996,21
13,26.293616668,21
14,94.631066668,21
15,53.557016669,21
16,29.147449997,21
17,14.684283337,21
18,8.238733332999999,21
19,15.869550004999999,21
20,18.384516665,21
21,46.931033333,21
22,149.168633331,21
23,97.549366669,21
00,84.22511667,22
01,91.771499998,22
02,79.467783332,22
03,45.150133332,22
04,44.238633334,22
05,42.390183334999996,22
06,61.443100001,22
07,48.221616672,22
08,58.207949999,22
09,53.683883334,22
10,72.260249998,22
11,89.383733331,22
12,68.386449999,22
13,28.788233335999998,22
14,27.485016666,22
15,25.56601667,22
16,16.317949999,22
17,10.707583331999999,22
18,18.731733334999998,22
19,11.882700002,22
20,19.72836667,22
21,32.386116666999996,22
22,59.011116668,22
23,47.153666665,22
00,51.249816668,23
01,59.457883336,23
02,40.749933333,23
03,44.209933333,23
04,30.872750002,23
05,37.464549999999996,23
06,48.146966663,23
07,38.951950002,23
08,46.039933336,23
09,58.731850001,23
10,75.808249998,23
11,69.020983334,23
12,47.040816668,23
13,30.449350002,23
14,56.784816671,23
15,58.534549999,23
16,11.193783333999999,23
17,22.2477,23
18,17.498749999,23
19,16.544183329,23
20,28.667466667,23
21,31.406733333,23
22,33.107533335,23
23,37.514116669,23
00,46.615250002,24
01,97.882400002,24
02,96.479933331,24
03,38.353850002,24
04,33.53745,24
05,27.272299997999998,24
06,31.43365,24
07,39.032549998,24
08,41.720983336,24
09,43.688016667,24
10,71.988816669,24
11,69.449499997,24
12,51.806983334,24
13,30.714700001,24
14,15.057583335,24
15,6.431900000999999,24
16,6.9065833329999995,24
17,5.8140666659999996,24
18,2.9040999989999996,24
19,8.230133333,24
20,28.8386,24
21,35.654566667,24
22,55.273683334,24
23,52.304100003,24
00,54.992716666999996,25
01,60.626133336,25
02,59.498266667,25
03,40.520716664,25
04,30.451883334999998,25
05,40.968566665,25
06,49.867466669,25
07,38.414749998,25
08,44.542400001,25
09,57.269033333,25
10,65.95461666599999,25
11,74.002166666,25
12,47.589516664,25
13,31.639783334,25
14,32.615000001,25
15,37.730683331,25
16,38.296599998,25
17,50.718866672,25
18,17.951950003,25
19,41.649316665,25
20,30.666299999,25
21,25.094199999999997,25
22,42.374966669,25
23,52.211966668,25
00,80.517166667,26
01,75.408533335,26
02,39.936549999,26
03,31.303049998,26
04,35.914549997,26
05,40.59055,26
06,48.026683332,26
07,43.666816663,26
08,48.810999996,26
09,46.805449999,26
10,49.771283332,26
11,50.459649998,26
12,85.430416667,26
13,37.646916669,26
14,37.893000003,26
15,64.857933334,26
16,43.016749998,26
17,47.134366666,26
18,31.809600002,26
19,115.685366669,26
20,90.062316665,26
21,174.297433336,26
22,125.23665,26
23,105.853916667,26
00,80.702849999,27
01,62.016033334,27
02,63.819583335,27
03,80.869416666,27
04,64.49358333400001,27
05,30.284449999,27
06,34.421633337,27
07,33.000733334,27
08,29.400416671,27
09,31.312583335,27
10,34.309133334,27
11,57.8015,27
12,46.667183335,27
13,51.884466665,27
14,37.588666666,27
15,93.181533335,27
16,43.026550002,27
17,6.201016667999999,27
18,10.910933331999999,27
19,51.508383334,27
20,55.862616666,27
21,73.203983331,27
22,63.412366665,27
23,53.876099998,27
00,79.161116672,28
01,62.376900001,28
02,54.890716667,28
03,52.862183333,28
04,37.053450001,28
05,30.223616668,28
06,33.823616666,28
07,31.817616665,28
08,40.000016664,28
09,51.912733329,28
10,66.296283331,28
11,53.050850004000004,28
12,57.782833337,28
13,50.458300001,28
14,30.049766668,28
15,32.657999997,28
16,32.536716672,28
17,44.780500003,28
18,38.478583332,28
19,38.696533333,28
20,45.403966665,28
21,68.10695,28
22,90.975900001,28
23,121.176316668,28
00,98.373983334,29
01,107.96995,29
02,44.059150001,29
03,28.976250002,29
04,39.699750002,29
05,37.929916668,29
06,53.090833337,29
07,52.612149997,29
08,40.68495,29
09,51.700816669,29
10,72.887049998,29
11,60.805333335,29
12,64.706433335,29
13,31.863366664,29
14,60.303933332,29
15,57.367233336,29
16,37.51055,29
17,38.30753333,29
18,26.428266667,29
19,16.426716666,29
20,22.230233331,29
21,52.911649997,29
22,64.970916667,29
23,58.393649999,29
00,65.729449997,30
01,73.452016663,30
02,63.743999998,30
03,54.468250002,30
04,43.972483331999996,30
05,44.148700001,30
06,59.201633337,30
07,44.978400001,30
08,55.208600001,30
09,49.897899998,30
10,72.973550001,30
11,65.718516668,30
12,64.35345,30
13,29.041166665,30
14,27.003999999999998,30
15,12.586699998999999,30
16,15.67486667,30
17,9.933450001999999,30
18,11.02065,30
19,12.875716665999999,30
20,17.989733332,30
21,29.257766668,30
22,35.9008,30
23,45.341266667,30
00,76.531550002,31
01,92.983916667,31
02,99.251600001,31
03,44.839583329,31
04,30.346616662,31
05,38.094999997,31
06,48.281083334,31
07,34.775516668,31
08,37.238550002,31
09,43.552799997,31
10,63.500333332,31
11,72.666916665,31
12,45.913033332,31
13,21.711449996,31
14,19.467699999,31
15,24.997166662999998,31
16,33.274216665,31
17,33.452,31
18,16.674533334,31
19,31.827983331,31
20,78.066766663,31
21,75.267483334,31
22,43.456999998,31
23,46.156549999,31
00,54.668483337,01
01,51.28785,01
02,54.732083333,01
03,42.848633336,01
04,34.378966663,01
05,25.314150000999998,01
06,29.521083334,01
07,23.829616669,01
08,30.311083336,01
09,23.58145,01
10,29.596349998,01
11,62.686416668,01
12,71.281050003,01
13,61.851833334,01
14,26.450316671,01
15,24.630733335,01
16,37.965266664,01
17,32.832916666,01
18,25.832750003999998,01
19,28.662699999,01
20,19.318649996999998,01
21,28.020183335,01
22,25.723750001,01
23,35.520733331,01
00,54.378116667,02
01,54.520399998,02
02,43.472816667,02
03,26.492466668,02
04,31.049333335,02
05,25.572616663999998,02
06,30.635383332,02
07,27.546449999,02
08,27.615566666,02
09,31.754850004999998,02
10,32.902749997,02
11,41.164333332,02
12,49.707649999,02
13,48.958416669,02
14,46.491149998,02
15,40.247583337,02
16,38.389433337999996,02
17,36.467883332,02
18,48.278599995,02
19,99.842216663,02
20,97.098383332,02
21,34.409800002,02
22,41.867583334,02
23,48.944250002,02
00,60.2402,03
01,60.480616666,03
02,38.122383332,03
03,31.686716668,03
04,30.624666665,03
05,37.46313333,03
06,48.633483332,03
07,54.975799997,03
08,41.107166666,03
09,52.451700002,03
10,41.177883334,03
11,52.925966666,03
12,93.157883334,03
13,89.089716667,03
14,140.285500002,03
15,83.439283335,03
16,40.044033334,03
17,22.338516665,03
18,65.393650001,03
19,42.843550004,03
20,86.974983332,03
21,58.371716666,03
22,141.287466665,03
23,99.357049998,03
00,124.4567,04
01,89.80065,04
02,65.737383332,04
03,42.59265,04
04,47.460583334,04
05,55.9683,04
06,45.956566663,04
07,57.954883332,04
08,47.638883333,04
09,61.392616666,04
10,75.778516663,04
11,49.495950002,04
12,64.521616662,04
13,57.940899998,04
14,80.107566664,04
15,76.954016671,04
16,64.968533335,04
17,103.960999997,04
18,69.65998333499999,04
19,92.091916666,04
20,63.639533329,04
21,90.963749996,04
22,195.742283332,04
23,155.374550001,04
00,124.372866662,05
01,82.570650001,05
02,57.898699998,05
03,88.749966666,05
04,76.42433333299999,05
05,39.833833331,05
06,66.577733337,05
07,51.352799997,05
08,51.199150001,05
09,63.856466669999996,05
10,80.425233334,05
11,86.509999998,05
12,53.433016667000004,05
13,36.854949996,05
14,40.841933334,05
15,39.004899999,05
16,70.499600002,05
17,40.014199998,05
18,39.39525,05
19,48.612166665,05
20,32.71445,05
21,43.352816665,05
22,43.961466662999996,05
23,33.691249999,05
00,72.49205,06
01,67.494833337,06
02,66.85843333,06
03,37.43701667,06
04,41.835950002,06
05,55.659016668,06
06,54.123266668,06
07,44.074516666,06
08,53.833033332,06
09,49.371433336,06
10,75.064366668,06
11,71.083383334,06
12,56.049266669,06
13,20.669599998,06
14,32.621633332,06
15,6.719566667999999,06
16,22.072283334999998,06
17,12.990066667999999,06
18,18.614666664999998,06
19,27.443766669,06
20,38.942550003,06
21,31.776749999,06
22,59.051816667,06
23,45.386166667,06
00,70.038233336,07
01,72.300766665,07
02,65.819599999,07
03,65.359483333,07
04,28.779766669,07
05,34.503266663,07
06,38.808516665,07
07,44.460850002,07
08,38.873499996999996,07
09,51.740733335,07
10,52.743600003,07
11,75.23555,07
12,59.603316666,07
13,20.680699999999998,07
14,23.770466662,07
15,30.356349999,07
16,33.173483334,07
17,19.125983334,07
18,29.50295,07
19,52.264666667,07
20,60.978216665,07
21,56.740066666,07
22,47.267383332,07
23,35.657766668,07
00,56.689783333,08
01,69.318866667,08
02,42.659400002,08
03,31.312033333,08
04,30.474633332,08
05,27.132166666,08
06,34.143699999,08
07,36.766533329,08
08,45.497749999999996,08
09,34.159833335,08
10,66.850800001,08
11,69.386899999,08
12,47.288016665,08
13,17.4415,08
14,14.423016666,08
15,19.65398333,08
16,26.061466664999998,08
17,33.396516666,08
18,25.92335,08
19,29.714599999,08
20,50.249716668,08
21,52.510366666,08
22,66.290833333,08
23,48.350999998,08
00,45.560083331,09
01,52.724166665999995,09
02,31.443099995,09
03,35.148816664,09
04,40.430750001,09
05,41.845999997999996,09
06,59.005583335,09
07,38.719133336,09
08,43.473833334,09
09,50.739400001,09
10,43.622216669,09
11,54.971116665,09
12,76.810483332,09
13,50.500416667,09
14,49.268883331,09
15,6.929899998999999,09
16,32.519416668,09
17,42.33295,09
18,35.700883334,09
19,39.86505,09
20,41.961283334,09
21,61.315299998,09
22,61.954733337,09
23,77.29818333200001,09
00,75.509316666,10
01,82.927983332,10
02,47.667916667,10
03,50.146416669,10
04,29.444116668,10
05,40.276716661,10
06,54.936866662,10
07,37.369149996,10
08,54.755366667,10
09,38.815950001,10
10,56.927733334,10
11,45.183766672,10
12,62.52875,10
13,40.627916667,10
14,66.406416665,10
15,39.779850001,10
16,19.311699999,10
17,11.764783332,10
18,17.814316664,10
19,44.535816666,10
20,42.812666669,10
21,59.360683336,10
22,49.503716663,10
23,37.76585,10
00,58.244333335,11
01,43.379166665,11
02,56.455133331,11
03,59.625783331,11
04,49.543600004,11
05,25.751850001,11
06,29.070649999,11
07,38.210283331,11
08,46.927983333,11
09,33.854416665,11
10,64.695233335,11
11,50.298066668,11
12,55.894016671,11
13,76.021916665,11
14,67.767166664,11
15,61.378666665,11
16,62.2311,11
17,107.965183339,11
18,67.764383333,11
19,19.943399998,11
20,51.182383334,11
21,104.745499998,11
22,104.369849999,11
23,80.836500003,11
00,141.630283333,12
01,68.264749999,12
02,54.334950006,12
03,76.725916664,12
04,58.659600003,12
05,36.834283335,12
06,22.637383336,12
07,27.256083335,12
08,32.714716668,12
09,42.048800004,12
10,77.144283334,12
11,106.31486666800001,12
12,58.594616664,12
13,24.101800004999998,12
14,24.121099998,12
15,35.843999998,12
16,46.306633331,12
17,15.982416671,12
18,15.755533334999999,12
19,15.536533334,12
20,22.216199998,12
21,19.8273,12
22,43.23535,12
23,38.479133332,12
00,46.860533329,13
01,53.751316667,13
02,33.850699997,13
03,47.427666665,13
04,26.032166666,13
05,40.160583333,13
06,43.615283336,13
07,55.615166669,13
08,40.761416666,13
09,73.190566664,13
10,75.352599997,13
11,74.002316671,13
12,49.696800001,13
13,12.948750001,13
14,9.243749997999998,13
15,13.969683335,13
16,8.378666664999999,13
17,5.3729,13
18,5.440466668999999,13
19,3.629249999,13
20,16.493533333,13
21,15.658983334,13
22,37.553116662,13
23,107.285733334,13
00,85.537999993,14
01,77.519883335,14
02,68.050683336,14
03,49.470599997,14
04,29.408566671,14
05,25.160766662,14
06,26.594299998,14
07,24.252366673,14
08,24.18778333,14
09,56.931799997,14
10,53.294666664,14
11,95.080533333,14
12,41.801433332,14
13,17.43076667,14
14,18.744066663999998,14
15,22.220183329999998,14
16,21.355750002,14
17,7.207366663999999,14
18,49.490033332,14
19,54.735583334,14
20,50.3943,14
21,76.038200002,14
22,50.639933335,14
23,30.042216664999998,14
00,44.969683334,15
01,41.241333336000004,15
02,65.487533335,15
03,88.252983336,15
04,41.677366666,15
05,27.816966668,15
06,25.303983332999998,15
07,25.581616666,15
08,25.083916668,15
09,47.934333331,15
10,82.285066665,15
11,74.401799997,15
12,46.250149998,15
13,7.092849999999999,15
14,3.5584666669999994,15
15,19.102249996999998,15
16,19.584266667999998,15
17,8.276983336999999,15
18,5.144633335,15
19,5.357983329,15
20,13.664916666,15
21,21.705966667,15
22,27.37646667,15
23,25.020300003,15
00,26.766733334999998,16
01,26.943716665,16
02,23.841666664999998,16
03,26.841116665999998,16
04,27.228050002,16
05,23.796316662,16
06,24.425083333,16
07,26.019133329,16
08,23.766283333,16
09,24.095316663,16
10,31.3217,16
11,59.05656667,16
12,39.198499999,16
13,12.539183331,16
14,12.368216665999999,16
15,5.896483364999999,16
16,7.799099998999999,16
17,4.61718333,16
18,4.614633329999999,16
19,7.228316663999999,16
20,10.70755,16
21,16.4925,16
22,27.614349999999998,16
23,22.281350002,16
00,23.1615,17
01,24.984683333,17
02,31.228250001,17
03,47.390016669,17
04,23.209366664999997,17
05,25.45998333,17
06,25.208016667,17
07,21.677899998999997,17
08,24.613949996,17
09,24.425433336999998,17
10,33.928,17
11,55.580899998999996,17
12,46.623616664,17
13,17.211616668,17
14,12.646566667,17
15,12.956933331,17
16,6.12325,17
17,17.117966668,17
18,7.10113333,17
19,32.341516669,17
20,54.295599999,17
21,46.310233333,17
22,96.560233334,17
23,28.09805,17
00,43.177499999,18
01,53.2351,18
02,68.874766667,18
03,59.797116666,18
04,21.237483334,18
05,30.245833338,18
06,30.724066665,18
07,22.992500001,18
08,27.216400001,18
09,21.748300003,18
10,28.560100002,18
11,26.214266669,18
12,49.933100001,18
13,94.877916667,18
14,57.389983332,18
15,25.552349996,18
16,16.911516665,18
17,7.396633334,18
18,25.094116666,18
19,17.650766672,18
20,20.820666666,18
21,29.057616664999998,18
22,39.575466665,18
23,48.50186667,18
00,83.968316667,19
01,181.971233327,19
02,64.321300003,19
03,53.206283333,19
04,70.951099998,19
05,54.906683333,19
06,37.072333336,19
07,21.869466664,19
08,28.099516665,19
09,26.416599996,19
10,20.403666668,19
11,55.694966663,19
12,37.878783332,19
13,20.573666666,19
14,25.868066667,19
15,21.591016665999998,19
16,15.159266667999999,19
17,6.611649999999999,19
18,6.160166663,19
19,11.579516666,19
20,19.100083333,19
21,22.023183336,19
22,39.237600001,19
23,30.192549996,19
00,41.373666668,20
01,46.607966665,20
02,54.587066666,20
03,63.221233334,20
04,50.551733333,20
05,31.386416665,20
06,28.609333333,20
07,26.072583332999997,20
08,22.912683334,20
09,21.859266664,20
10,21.6149,20
11,46.173000003,20
12,27.751849998,20
13,8.168483333,20
14,2.7122999989999994,20
15,11.037249999,20
16,21.368416664999998,20
17,2.1364166689999995,20
18,5.508133332999999,20
19,3.6418833339999996,20
20,14.962233333999999,20
21,16.55755,20
22,27.187200003,20
23,23.575416665,20
00,39.479400003,21
01,53.870800003,21
02,36.905883332,21
03,24.900966667,21
04,23.755716664999998,21
05,21.680816663999998,21
06,21.838716668,21
07,23.997633334,21
08,25.919483334,21
09,21.737666666,21
10,27.949216666999998,21
11,48.542450001,21
12,46.102866669,21
13,7.479166669,21
14,4.474733338999999,21
15,4.679066667,21
16,17.905733332,21
17,13.982866669,21
18,27.963233330999998,21
19,29.659599999,21
20,17.066833335,21
21,19.063000001,21
22,36.890250003,21
23,29.171033336,21
00,27.062266665,22
01,45.494466666,22
02,53.335233332,22
03,32.358683333,22
04,32.537066665,22
05,27.262699997,22
06,22.802433332,22
07,23.87035,22
08,20.27675,22
09,26.410416665,22
10,20.880950003,22
11,52.206349999,22
12,36.459283335,22
13,18.262866667,22
14,9.276500001999999,22
15,4.433333331999999,22
16,12.131883335,22
17,16.003283335,22
18,28.655349995999998,22
19,52.706783333,22
20,48.252533332999995,22
21,52.512100003,22
22,45.96375,22
23,35.948883337,22
00,58.626799999,23
01,73.360083331,23
02,58.235600002,23
03,47.999800001,23
04,34.89285,23
05,27.52735,23
06,26.839316668,23
07,33.383183332,23
08,29.010483333,23
09,49.6484,23
10,32.790400002,23
11,28.074533334999998,23
12,22.6214,23
13,20.040400001,23
14,22.017783335,23
15,26.137500001,23
16,49.543883330999996,23
17,25.469333334999998,23
18,6.036550002999999,23
19,4.950049999,23
20,13.568700002,23
21,22.905116667999998,23
22,26.10325,23
23,26.362616663,23
00,27.733833334,24
01,29.598933337,24
02,47.336683332999996,24
03,41.414666667,24
04,28.937333331999998,24
05,28.161833333,24
06,27.813333331,24
07,26.181033333,24
08,27.63535,24
09,30.228633333999998,24
10,28.643883333999998,24
11,41.974183333,24
12,53.946933333,24
13,62.163133333,24
14,31.004450004,24
15,9.202833335,24
16,8.105983332,24
17,3.5581666689999984,24
18,11.338900004,24
19,25.526300001,24
20,21.985083334,24
21,24.572349998,24
22,46.753516665,24
