Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword
A1613,data analytics course,109,4396,188.6,11,10,0.092,1451,18112024,hyderabad,mobile,data analytics training
A1614,data analytics course,141,5000,223.7,29,10,0.071,1909,20241112,hyderabad,tablet,data analytics online
A1615,data analytics course,182,3487,211.71,23,7,0.038,1027,20241124,hyderabad,mobile,data analytics online
A1616,data analytics course,179,4236,245.01,23,7,0.039,1822,20241107,hyderabad,mobile,learn data analytics
A1617,data analytics course,89,5349,215.57,0,8,0.09,1371,28112024,hyderabad,tablet,data analytics online
A1618,data analytics course,181,5678,226.89,22,10,0.046,1992,20241102,hyderbad,tablet,data analytics training
A1619,data analytics course,85,5247,219.97,15,7,0.082,1612,20241120,hyderabad,desktop,analytics for data
A1620,data analytics course,179,3685,202.66,15,0,0.039,1634,20241118,hyderabad,desktop,data analytics course
A1621,data analytics course,172,5862,202.0,23,4,0.023,1469,20241128,hyderbad,desktop,online data analytics
A1622,data analytics course,196,5040,197.08,11,9,0.046,1774,22112024,hyderabad,desktop,data analytics course
A1623,data analytics course,0,3423,223.95,30,4,0.055,1480,20241103,hyderabad,desktop,analytics for data
A1624,data analytics course,135,5981,228.66,26,6,0.046,1515,12112024,hyderabad,desktop,data analytics training
A1625,data analytics course,97,3495,230.83,16,6,0.062,1675,20241123,hyderabad,tablet,analytics for data
A1626,data analytics course,137,3702,215.41,25,9,0.066,1010,10112024,hyderabad,desktop,learn data analytics
A1627,data analytics course,164,3405,217.58,10,3,0.018,1885,20241130,hyderbad,desktop,data analytics online
A1628,data analytics course,178,3370,180.66,25,9,0.051,1830,20241124,hyderbad,desktop,online data analytics
A1629,data analytics course,146,4455,227.13,16,5,0.046,1040,24112024,hyderbad,tablet,online data analytics
A1630,data analytics course,149,4670,218.31,10,10,0.067,1623,20241102,hyderbad,mobile,analytics for data
A1631,data analytics course,193,4287,204.62,15,3,0.046,1800,20241109,hyderabad,tablet,data analytics training
A1632,data analytics course,0,3546,183.41,27,7,0.046,1701,20241128,hyderabad,mobile,data analytics training
A1633,data analytics course,106,4740,229.13,19,3,0.028,1149,20241111,hyderabad,desktop,online data analytics
A1634,data analytics course,131,5642,184.57,20,9,0.046,1827,16112024,hyderabad,mobile,data analytics course
A1635,data analytics course,111,4161,185.58,10,7,0.046,1434,20241104,hyderabad,desktop,data analytics training
A1636,data analytics course,144,4241,181.4,24,5,0.035,1693,20241119,hyderabad,mobile,online data analytics
A1637,data analytics course,151,5875,192.46,28,0,0.046,1459,20241118,hyderabad,mobile,data analytics online
A1638,data analytics course,146,5457,215.57,15,5,0.034,1029,20241102,hyderbad,desktop,data analytics course
A1639,data analytics course,133,4780,198.66,22,4,0.03,1905,9112024,hyderabad,tablet,online data analytics
A1640,data analytics course,0,5922,239.1,12,3,0.048,1733,20241106,hyderabad,desktop,data analytics course
A1641,data analytics course,82,3454,228.02,30,7,0.049,1463,20241109,hyderabad,desktop,learn data analytics
A1642,data analytics course,135,3449,200.06,17,5,0.037,1950,20241107,hyderabad,mobile,data analytics course
A1643,data analytics course,199,4287,235.58,12,10,0.05,1276,20241110,hyderabad,tablet,data analytics course
A1644,data analytics course,123,5000,187.67,25,3,0.024,1351,20241107,hyderabad,tablet,data analytics online
A1645,data analytics course,154,3437,211.63,28,4,0.026,1604,20241114,hyderabad,tablet,data analytics training
A1646,data analytics course,88,3475,191.96,12,7,0.08,1204,20241125,hyderabad,desktop,online data analytics
A1647,data analytics course,165,4889,180.19,21,4,0.024,1458,20241119,hyderabad,mobile,analytics for data
A1648,data analytics course,87,3639,220.76,22,3,0.036,1231,20241114,hyderabad,mobile,analytics for data
A1649,data analytics course,147,3959,181.18,27,9,0.061,1627,20241126,hyderbad,mobile,analytics for data
A1650,data analytics course,137,5400,180.04,10,10,0.073,1375,20241129,hyderabad,tablet,analytics for data
A1651,data analytics course,188,5528,245.03,13,10,0.053,1202,20241129,hyderabad,desktop,analytics for data
A1652,data analytics course,162,5456,193.69,10,6,0.037,1992,20241129,hyderabad,tablet,online data analytics
A1653,data analytics course,102,4308,221.54,13,7,0.06,1096,20241108,hyderabad,mobile,data analytics online
A1654,data analytics course,120,3245,196.09,15,9,0.075,1056,20241122,hyderabad,desktop,data analytics training
A1655,data analytics course,125,3339,205.32,18,4,0.054,1985,28112024,hyderabad,desktop,data analytics course
A1656,data analytics course,155,5977,187.28,16,7,0.046,1607,20241110,hyderabad,desktop,online data analytics
A1657,data analytics course,137,4231,226.49,25,5,0.036,1078,20241112,hyderabad,tablet,analytics for data
A1658,data analytics course,91,4506,195.99,12,3,0.045,1179,20241122,hyderbad,tablet,learn data analytics
A1659,data analytics course,87,4869,220.97,29,5,0.057,1480,20241105,hyderabad,desktop,data analytics training
A1660,data analytics course,124,5716,217.84,28,8,0.046,1791,20241124,hyderabad,mobile,data analytics training
A1661,data analytics course,128,3243,208.41,14,6,0.037,1514,2112024,hyderabad,mobile,online data analytics
A1662,data analytics course,111,3911,239.24,28,9,0.046,1097,20241101,hyderabad,tablet,online data analytics
A1663,data analytics course,89,3982,209.87,27,7,0.079,1920,4112024,hyderabad,desktop,data analytics course
A1664,data analytics course,107,5299,207.36,19,8,0.046,1567,20241126,hyderabad,tablet,data analytics training
A1665,data analytics course,181,4150,236.69,15,5,0.046,1251,20241110,hyderabad,mobile,data analytics online
A1666,data analytics course,110,5925,188.18,29,9,0.082,1682,23112024,hyderabad,desktop,data analytics training
A1667,data analytics course,85,4010,195.26,17,4,0.042,1853,6112024,hyderabad,mobile,data analytics online
A1668,data analytics course,125,5767,215.57,12,8,0.035,1020,20241119,hyderabad,tablet,data analytics online
A1669,data analytics course,163,0,215.57,11,3,0.018,1819,20241120,hyderabad,tablet,data analytics training
A1670,data analytics course,129,3787,229.81,10,6,0.047,1221,20241113,hyderabad,desktop,online data analytics
A1671,data analytics course,112,4834,212.27,11,7,0.062,1524,20241127,hyderabad,mobile,data analytics online
A1672,data analytics course,104,3031,188.47,13,6,0.043,1998,20241105,hyderabad,desktop,data analytics training
A1673,data analytics course,132,3754,180.88,21,10,0.076,1601,20241124,hyderabad,mobile,online data analytics
A1674,data analytics course,113,3281,241.85,16,6,0.053,1505,8112024,hyderabad,tablet,data analytics online
A1675,data analytics course,109,4910,236.2,0,8,0.054,1145,20241108,hyderabad,tablet,data analytics training
A1676,data analytics course,144,5026,231.82,14,4,0.028,1645,20241110,hyderbad,desktop,data analytics course
A1677,data analytics course,179,5091,238.62,10,6,0.034,1259,24112024,hyderabad,mobile,learn data analytics
A1678,data analytics course,0,5622,190.87,14,8,0.046,1400,17112024,hyderbad,mobile,analytics for data
A1679,data analytics course,116,4538,221.74,23,9,0.078,1639,20241124,hyderbad,desktop,data analytics training
A1680,data analytics course,89,3509,192.14,27,9,0.101,1564,20241112,hyderabad,mobile,online data analytics
A1681,data analytics course,96,3346,248.48,15,7,0.073,1118,20241128,hyderbad,desktop,data analytics online
A1682,data analytics course,193,4706,213.41,24,8,0.046,1058,20241109,hyderabad,desktop,data analytics course
A1683,data analytics course,122,3896,194.3,23,3,0.025,1355,21112024,hyderabad,mobile,data analytics course
A1684,data analytics course,133,3332,201.59,14,7,0.046,1943,20241115,hyderabad,tablet,data analytics course
A1685,data analytics course,177,5738,249.21,11,7,0.04,1435,16112024,hyderabad,mobile,data analytics training
A1686,data analytics course,162,5346,223.12,25,5,0.031,1052,28112024,hyderbad,desktop,data analytics course
A1687,data analytics course,182,5857,192.69,15,4,0.048,1384,20241102,hyderabad,desktop,data analytics course
A1688,data analytics course,154,4836,233.8,26,10,0.046,1838,20241130,hyderabad,desktop,data analytics course
A1689,data analytics course,104,5291,186.93,19,10,0.096,1805,20241129,hyderbad,tablet,data analytics course
A1690,data analytics course,101,4840,230.68,21,9,0.089,1556,20241122,hyderabad,desktop,data analytics training
A1691,data analytics course,173,4246,202.95,27,3,0.017,1276,20241129,hyderabad,tablet,learn data analytics
A1692,data analytics course,186,5824,224.48,29,6,0.046,1882,20241128,hyderabad,mobile,data analytics online
A1693,data analytics course,148,5952,186.32,14,4,0.044,1469,10112024,hyderabad,mobile,data analytics course
A1694,data analytics course,181,3691,229.14,25,10,0.046,1375,20241106,hyderbad,mobile,analytics for data
A1695,data analytics course,110,4350,243.88,16,9,0.046,1157,15112024,hyderbad,tablet,online data analytics
A1696,data analytics course,151,5656,191.95,18,7,0.046,1813,2112024,hyderabad,mobile,data analytics online
A1697,data analytics course,90,4566,228.82,29,9,0.051,1697,20241113,hyderbad,desktop,data analytics training
A1698,data analytics course,111,4245,245.76,22,8,0.072,1505,20241107,hyderbad,desktop,online data analytics
A1699,data analytics course,170,5053,217.41,16,9,0.031,1497,17112024,hyderabad,mobile,data analytics training
A1700,data analytics course,112,5093,228.8,23,7,0.062,1188,17112024,hyderabad,desktop,analytics for data
A1701,data analytics course,188,5336,188.73,17,3,0.016,1601,20241103,hyderabad,tablet,online data analytics
A1702,data analytics course,85,4963,186.21,14,6,0.046,1747,5112024,hyderabad,mobile,data analytics course
A1703,data analytics course,94,4544,235.77,23,8,0.046,1342,20241105,hyderabad,tablet,online data analytics
A1704,data analytics course,177,4901,217.54,20,10,0.056,1975,20241113,hyderabad,tablet,data analytics online
A1705,data analytics course,150,5275,192.7,14,4,0.027,1170,27112024,hyderabad,tablet,data analytics online
A1706,data analytics course,88,5225,202.97,22,6,0.068,1128,13112024,hyderbad,tablet,online data analytics
A1707,data analytics course,128,4857,212.61,14,5,0.039,1538,25112024,hyderbad,desktop,data analytics online
A1708,data analytics course,163,5310,242.76,26,9,0.055,1793,20241112,hyderabad,mobile,learn data analytics
A1709,data analytics course,147,5014,193.08,12,8,0.054,1017,20241111,hyderabad,tablet,online data analytics
A1710,data analytics course,191,5855,196.54,29,3,0.016,1085,21112024,hyderbad,desktop,data analytics course
A1711,data analytics course,0,5916,234.46,17,6,0.044,1982,20241102,hyderabad,desktop,data analytics course
A1712,data analytics course,115,3952,229.18,25,4,0.035,1440,20112024,hyderabad,tablet,online data analytics
A1713,data analytics course,123,4208,212.92,29,6,0.049,1184,20241105,hyderbad,desktop,learn data analytics
A1714,data analytics course,121,5517,222.14,16,7,0.046,1682,20241102,hyderabad,tablet,learn data analytics
A1715,data analytics course,126,5460,210.83,24,10,0.079,1326,20241114,hyderabad,tablet,online data analytics
A1716,data analytics course,110,3159,197.92,26,10,0.091,1608,20241118,hyderabad,mobile,data analytics online
A1717,data analytics course,190,5545,223.96,13,7,0.037,1344,20241114,hyderbad,tablet,analytics for data
A1718,data analytics course,148,3668,245.79,15,10,0.068,1718,20241125,hyderabad,desktop,data analytics course
A1719,data analytics course,86,5663,231.79,19,10,0.116,1547,17112024,hyderabad,mobile,data analytics training
A1720,data analytics course,172,3123,216.67,15,0,0.046,1759,2112024,hyderabad,desktop,online data analytics
A1721,data analytics course,143,5638,229.41,23,4,0.058,1398,20241103,hyderbad,desktop,online data analytics
A1722,data analytics course,172,4436,232.16,21,7,0.041,1050,20241127,hyderabad,mobile,learn data analytics
A1723,data analytics course,138,5555,188.55,14,8,0.058,1593,24112024,hyderabad,desktop,data analytics training
A1724,data analytics course,132,4972,248.45,25,9,0.046,1126,20241119,hyderabad,tablet,data analytics online
A1725,data analytics course,174,3231,215.57,10,7,0.04,1128,20241112,hyderabad,mobile,data analytics course
A1726,data analytics course,154,3461,235.36,18,4,0.046,1212,18112024,hyderabad,tablet,data analytics online
A1727,data analytics course,126,3423,236.21,25,9,0.071,1106,20112024,hyderabad,tablet,data analytics training
A1728,data analytics course,138,4025,220.96,21,7,0.051,1416,20241124,hyderabad,tablet,data analytics online
A1729,data analytics course,193,3800,199.76,27,9,0.047,1393,20241117,hyderabad,mobile,data analytics course
A1730,data analytics course,156,5293,210.43,26,6,0.038,1449,28112024,hyderabad,tablet,data analytics course
A1731,data analytics course,142,3565,180.39,26,5,0.035,1147,20241101,hyderabad,tablet,data analytics training
A1732,data analytics course,92,4296,239.12,11,10,0.046,1169,20241102,hyderabad,tablet,data analytics training
A1733,data analytics course,190,3567,249.26,0,7,0.057,1517,20241126,hyderbad,desktop,data analytics online
A1734,data analytics course,134,4854,198.93,21,8,0.06,1101,3112024,hyderabad,desktop,analytics for data
A1735,data analytics course,144,0,186.47,29,8,0.056,1437,29112024,hyderabad,mobile,data analytics course
A1736,data analytics course,117,4630,196.66,15,8,0.046,1361,17112024,hyderabad,desktop,online data analytics
A1737,data analytics course,160,3448,210.38,19,7,0.044,1705,14112024,hyderbad,desktop,data analytics course
A1738,data analytics course,146,5297,198.89,30,8,0.055,2000,20241102,hyderbad,desktop,data analytics training
A1739,data analytics course,175,3818,190.89,30,10,0.039,1088,20241110,hyderabad,tablet,data analytics online
A1740,data analytics course,122,4791,223.16,12,4,0.033,1246,5112024,hyderbad,tablet,learn data analytics
A1741,data analytics course,85,3713,225.74,23,5,0.047,1867,24112024,hyderabad,tablet,data analytics online
A1742,data analytics course,167,3634,202.75,30,10,0.06,1503,20241123,hyderbad,desktop,data analytics training
A1743,data analytics course,158,3025,180.5,24,9,0.046,1725,26112024,hyderabad,tablet,data analytics training
A1744,data analytics course,176,5868,184.46,0,4,0.023,1229,20241120,hyderabad,desktop,data analytics course
A1745,data analytics course,111,3050,208.87,10,7,0.063,1774,20241126,hyderabad,tablet,analytics for data
A1746,data analytics course,186,5301,215.57,14,9,0.046,1230,20241117,hyderabad,desktop,learn data analytics
A1747,data analytics course,177,3042,239.64,26,4,0.023,1646,20241120,hyderabad,mobile,data analytics course
A1748,data analytics course,150,5272,239.06,13,9,0.06,1232,1112024,hyderabad,desktop,online data analytics
A1749,data analytics course,160,4279,191.56,22,10,0.039,1234,12112024,hyderbad,mobile,data analytics course
A1750,data analytics course,147,5659,188.07,22,4,0.045,1796,25112024,hyderabad,mobile,analytics for data
A1751,data analytics course,198,4816,224.96,21,4,0.042,1601,5112024,hyderabad,mobile,online data analytics
A1752,data analytics course,145,3874,215.57,10,10,0.069,1153,20241130,hyderabad,mobile,data analytics training
A1753,data analytics course,94,5221,225.23,17,3,0.036,1209,19112024,hyderbad,tablet,learn data analytics
A1754,data analytics course,90,5859,187.29,17,5,0.056,1375,16112024,hyderbad,mobile,analytics for data
A1755,data analytics course,182,5055,232.64,26,8,0.036,1815,10112024,hyderabad,mobile,data analytics training
A1756,data analytics course,0,4373,199.32,16,5,0.046,1150,20241102,hyderbad,desktop,data analytics training
A1757,data analytics course,0,0,234.85,11,8,0.046,1398,20241104,hyderabad,desktop,data analytics training
A1758,data analytics course,103,3547,232.35,11,8,0.078,1663,26112024,hyderbad,tablet,learn data analytics
A1759,data analytics course,148,3128,197.02,27,9,0.061,1214,20241112,hyderabad,tablet,data analytics training
A1760,data analytics course,151,5201,198.56,15,10,0.066,1716,20241105,hyderabad,tablet,data analytics training
A1761,data analytics course,148,5510,210.42,27,4,0.048,1352,20241106,hyderabad,mobile,learn data analytics
A1762,data analytics course,103,5628,195.6,24,8,0.034,1065,20241109,hyderabad,mobile,analytics for data
A1763,data analytics course,115,5445,183.55,21,7,0.059,1721,20241107,hyderabad,tablet,data analytics course
A1764,data analytics course,160,5936,239.87,29,4,0.046,1320,20241124,hyderabad,mobile,analytics for data
A1765,data analytics course,166,5808,194.79,14,8,0.048,1799,20241114,hyderabad,tablet,data analytics training
A1766,data analytics course,187,3282,234.91,10,7,0.041,1525,29112024,hyderbad,mobile,online data analytics
A1767,data analytics course,172,3334,243.12,30,9,0.052,1505,20241108,hyderabad,mobile,online data analytics
A1768,data analytics course,172,5546,241.81,24,10,0.058,1681,20241103,hyderabad,desktop,learn data analytics
A1769,data analytics course,187,5734,187.44,10,8,0.043,1183,23112024,hyderabad,tablet,analytics for data
A1770,data analytics course,196,4964,249.47,26,9,0.046,1996,20241119,hyderabad,mobile,learn data analytics
A1771,data analytics course,131,4774,240.53,24,7,0.053,1505,9112024,hyderbad,tablet,data analytics training
A1772,data analytics course,103,5244,205.9,22,7,0.032,1954,20241116,hyderabad,mobile,analytics for data
A1773,data analytics course,114,3064,196.01,23,6,0.053,1348,30112024,hyderabad,mobile,learn data analytics
A1774,data analytics course,116,3265,199.21,24,10,0.086,1006,21112024,hyderbad,mobile,learn data analytics
A1775,data analytics course,164,5351,217.9,10,9,0.055,1431,20241112,hyderabad,tablet,online data analytics
A1776,data analytics course,160,5830,215.57,15,10,0.062,1270,26112024,hyderabad,mobile,online data analytics
A1777,data analytics course,112,4808,221.57,17,7,0.062,1186,20241125,hyderabad,desktop,data analytics online
A1778,data analytics course,87,5506,188.77,11,5,0.046,1774,20241122,hyderabad,mobile,learn data analytics
A1779,data analytics course,0,4798,198.45,20,10,0.046,1937,20241114,hyderbad,mobile,data analytics training
A1780,data analytics course,139,5763,214.49,15,5,0.045,1781,20241101,hyderbad,desktop,data analytics online
A1781,data analytics course,193,3271,187.76,30,9,0.053,1209,20241113,hyderabad,tablet,online data analytics
A1782,data analytics course,151,4402,248.65,21,4,0.046,1722,19112024,hyderbad,desktop,data analytics online
A1783,data analytics course,90,4281,216.36,24,4,0.046,1768,20241104,hyderabad,mobile,learn data analytics
A1784,data analytics course,169,4480,215.57,11,10,0.059,1769,20241128,hyderbad,tablet,online data analytics
A1785,data analytics course,197,4373,218.3,18,9,0.059,1988,20241114,hyderabad,desktop,learn data analytics
A1786,data analytics course,132,0,219.44,17,3,0.055,1949,20241124,hyderabad,desktop,learn data analytics
A1787,data analytics course,96,5503,243.51,11,6,0.062,1687,20241102,hyderabad,desktop,data analytics online
A1788,data analytics course,160,4154,230.16,15,6,0.046,1667,20241116,hyderbad,mobile,online data analytics
A1789,data analytics course,162,5161,240.72,16,7,0.046,1649,20241115,hyderabad,tablet,learn data analytics
A1790,data analytics course,171,5517,233.86,23,5,0.029,1349,24112024,hyderabad,tablet,data analytics course
A1791,data analytics course,110,4161,204.28,16,10,0.046,1447,20241114,hyderbad,mobile,data analytics online
A1792,data analytics course,103,5332,243.72,16,3,0.029,1882,20241128,hyderabad,desktop,online data analytics
A1793,data analytics course,167,3620,243.81,24,8,0.053,1001,20241105,hyderabad,desktop,data analytics course
A1794,data analytics course,132,4117,239.04,28,3,0.023,1761,20241107,hyderbad,mobile,analytics for data
A1795,data analytics course,145,5400,219.89,29,3,0.046,1152,20112024,hyderbad,tablet,data analytics course
A1796,data analytics course,140,5220,183.39,25,8,0.057,1918,11112024,hyderabad,desktop,learn data analytics
A1797,data analytics course,122,0,217.66,25,10,0.053,1799,20241126,hyderbad,tablet,data analytics online
A1798,data analytics course,87,4081,180.63,20,4,0.046,1665,20241108,hyderabad,tablet,data analytics online
A1799,data analytics course,141,4239,199.82,15,5,0.035,1639,20241127,hyderbad,mobile,data analytics training
A1800,data analytics course,157,3367,248.9,0,8,0.051,1470,30112024,hyderabad,tablet,data analytics training
A1801,data analytics course,95,5721,208.53,16,6,0.063,1863,20241105,hyderabad,mobile,data analytics course
A1802,data analytics course,160,5166,210.21,20,7,0.044,1850,20241121,hyderbad,desktop,data analytics course
A1803,data analytics course,133,5430,217.34,16,6,0.045,1199,20241114,hyderabad,mobile,data analytics online
A1804,data analytics course,154,3452,215.61,21,7,0.058,1631,20241102,hyderabad,mobile,analytics for data
A1805,data analytics course,188,0,220.11,13,4,0.021,1262,29112024,hyderabad,tablet,data analytics online
A1806,data analytics course,186,5073,233.58,15,4,0.046,1965,20241104,hyderbad,tablet,online data analytics
A1807,data analytics course,101,5757,249.33,25,9,0.035,1129,20241101,hyderabad,mobile,learn data analytics
A1808,data analytics course,150,3323,227.55,14,4,0.027,1931,20241118,hyderbad,mobile,data analytics course
A1809,data analytics course,127,5417,229.06,26,8,0.063,1086,20241121,hyderabad,tablet,learn data analytics
A1810,data analytics course,117,5445,213.9,10,5,0.043,1804,19112024,hyderabad,desktop,data analytics course
A1811,data analytics course,152,5173,230.47,15,5,0.036,1779,20241126,hyderabad,desktop,learn data analytics
A1812,data analytics course,87,3643,220.76,27,7,0.046,1393,20241103,hyderabad,desktop,data analytics online
A1813,data analytics course,181,3863,180.12,17,7,0.035,1892,20241128,hyderbad,desktop,data analytics course
A1814,data analytics course,147,3661,191.67,17,4,0.027,1505,24112024,hyderbad,desktop,online data analytics
A1815,data analytics course,173,5463,232.38,17,5,0.029,1568,20241126,hyderabad,desktop,analytics for data
A1816,data analytics course,123,3459,211.88,21,4,0.033,1223,24112024,hyderabad,tablet,learn data analytics
A1817,data analytics course,162,3906,237.24,13,5,0.033,1062,20241110,hyderabad,desktop,data analytics training
A1818,data analytics course,135,4645,182.94,12,0,0.046,1927,20241130,hyderabad,desktop,online data analytics
A1819,data analytics course,169,3317,232.35,29,3,0.049,1988,20241124,hyderabad,mobile,data analytics training
A1820,data analytics course,120,3235,220.67,11,4,0.046,1890,20241117,hyderabad,mobile,learn data analytics
A1821,data analytics course,0,4823,234.73,30,5,0.046,1361,25112024,hyderabad,mobile,data analytics training
A1822,data analytics course,167,4403,189.36,25,4,0.03,1572,6112024,hyderabad,desktop,learn data analytics
A1823,data analytics course,101,3530,184.83,22,5,0.046,1802,13112024,hyderabad,mobile,learn data analytics
A1824,data analytics course,129,4679,239.21,19,3,0.023,1215,20241104,hyderabad,mobile,data analytics online
A1825,data analytics course,153,5396,233.79,13,8,0.046,1571,1112024,hyderabad,mobile,data analytics training
A1826,data analytics course,0,3976,248.65,16,4,0.046,1160,15112024,hyderabad,mobile,data analytics training
A1827,data analytics course,108,5545,209.82,11,8,0.074,1491,20241108,hyderabad,mobile,analytics for data
A1828,data analytics course,85,4772,211.62,15,10,0.118,1669,19112024,hyderbad,mobile,learn data analytics
A1829,data analytics course,109,4941,242.54,18,9,0.083,1278,20241111,hyderbad,desktop,data analytics training
A1830,data analytics course,119,4369,216.29,16,4,0.046,1505,20241122,hyderbad,tablet,learn data analytics
A1831,data analytics course,143,5526,185.94,15,8,0.056,1712,25112024,hyderabad,desktop,analytics for data
A1832,data analytics course,161,5302,184.29,13,8,0.036,1703,30112024,hyderabad,tablet,learn data analytics
A1833,data analytics course,146,4424,196.88,20,3,0.021,1757,30112024,hyderabad,tablet,online data analytics
A1834,data analytics course,82,5971,235.52,14,8,0.098,1568,6112024,hyderbad,mobile,learn data analytics
A1835,data analytics course,88,3733,244.35,12,8,0.091,1622,20241127,hyderabad,mobile,online data analytics
A1836,data analytics course,127,4403,244.3,15,7,0.055,1832,22112024,hyderabad,tablet,data analytics course
A1837,data analytics course,179,5118,189.59,15,6,0.034,1892,20241128,hyderabad,tablet,data analytics course
A1838,data analytics course,199,4407,240.05,21,9,0.045,1054,13112024,hyderabad,desktop,data analytics online
A1839,data analytics course,191,3190,211.1,10,7,0.037,1505,22112024,hyderabad,tablet,learn data analytics
A1840,data analytics course,99,4880,245.13,25,8,0.046,1236,20241119,hyderbad,tablet,data analytics course
A1841,data analytics course,122,5774,224.4,23,10,0.046,1330,20241114,hyderabad,mobile,learn data analytics
A1842,data analytics course,178,4103,207.23,17,8,0.045,1612,20241115,hyderbad,mobile,analytics for data
A1843,data analytics course,157,4414,240.57,17,9,0.057,1483,20241127,hyderabad,desktop,learn data analytics
A1844,data analytics course,199,5319,216.7,25,9,0.045,1505,1112024,hyderbad,desktop,online data analytics
A1845,data analytics course,192,3320,208.09,17,3,0.016,1169,18112024,hyderbad,mobile,data analytics training
A1846,data analytics course,144,4146,246.1,18,10,0.069,1074,15112024,hyderabad,desktop,analytics for data
A1847,data analytics course,147,4720,227.6,23,8,0.046,1907,20241105,hyderbad,tablet,online data analytics
A1848,data analytics course,121,3557,237.03,16,7,0.046,1255,20241125,hyderabad,mobile,data analytics online
A1849,data analytics course,193,5899,227.24,12,9,0.042,1832,2112024,hyderabad,desktop,analytics for data
A1850,data analytics course,170,4968,216.78,21,5,0.045,1997,20241124,hyderabad,tablet,data analytics course
A1851,data analytics course,198,5934,199.61,14,6,0.03,1505,13112024,hyderbad,tablet,learn data analytics
A1852,data analytics course,133,4078,189.42,21,6,0.045,1969,21112024,hyderabad,desktop,data analytics online
A1853,data analytics course,82,4163,208.08,30,8,0.098,1297,20241104,hyderabad,mobile,data analytics course
A1854,data analytics course,90,4330,249.24,20,4,0.044,1618,20241115,hyderabad,tablet,data analytics training
A1855,data analytics course,122,5882,189.76,25,7,0.057,1357,20241125,hyderabad,tablet,analytics for data
A1856,data analytics course,105,5645,218.24,17,6,0.046,1420,20241102,hyderabad,mobile,online data analytics
A1857,data analytics course,179,3848,213.26,12,5,0.046,1807,20241129,hyderabad,desktop,data analytics course
A1858,data analytics course,91,5609,228.27,12,10,0.11,1098,20241111,hyderabad,desktop,analytics for data
A1859,data analytics course,168,4390,195.52,22,10,0.06,1553,20241104,hyderabad,desktop,data analytics course
A1860,data analytics course,162,4774,210.8,20,7,0.043,1387,20241129,hyderabad,tablet,analytics for data
A1861,data analytics course,130,5787,218.79,13,10,0.077,1679,20241109,hyderabad,mobile,online data analytics
A1862,data analytics course,97,5192,184.79,13,10,0.046,1382,20241105,hyderabad,mobile,learn data analytics
A1863,data analytics course,142,4223,222.28,27,5,0.038,1506,20241107,hyderabad,desktop,learn data analytics
A1864,data analytics course,138,3146,197.89,22,7,0.046,1505,20241108,hyderabad,desktop,learn data analytics
A1865,data analytics course,186,3988,237.69,15,5,0.027,1603,20241114,hyderbad,tablet,data analytics course
A1866,data analytics course,170,3437,232.08,23,5,0.029,1405,20241129,hyderabad,mobile,learn data analytics
A1867,data analytics course,85,3718,224.14,21,6,0.071,1938,20241104,hyderabad,desktop,online data analytics
A1868,data analytics course,115,5343,239.92,20,8,0.046,1381,20241115,hyderabad,desktop,learn data analytics
A1869,data analytics course,167,5170,241.21,24,4,0.038,1515,21112024,hyderabad,mobile,data analytics course
A1870,data analytics course,113,5916,234.58,18,5,0.044,1165,20241112,hyderabad,mobile,data analytics course
A1871,data analytics course,175,4958,245.96,22,10,0.046,1777,20241121,hyderbad,mobile,online data analytics
A1872,data analytics course,112,5538,225.66,22,4,0.041,1505,20241122,hyderabad,desktop,online data analytics
A1873,data analytics course,194,5309,191.4,19,10,0.046,1764,13112024,hyderbad,desktop,data analytics training
A1874,data analytics course,0,4539,244.4,18,6,0.046,1638,20241128,hyderabad,mobile,analytics for data
A1875,data analytics course,82,4622,203.99,17,9,0.11,1375,20241112,hyderabad,mobile,online data analytics
A1876,data analytics course,0,3355,193.57,26,9,0.046,1961,20241111,hyderabad,mobile,learn data analytics
A1877,data analytics course,179,4992,221.48,27,10,0.037,1062,20241106,hyderabad,tablet,learn data analytics
A1878,data analytics course,93,3015,232.01,21,4,0.043,1770,20241126,hyderabad,mobile,learn data analytics
A1879,data analytics course,152,4662,249.13,24,7,0.046,1951,11112024,hyderabad,desktop,online data analytics
A1880,data analytics course,81,3766,213.12,27,7,0.086,1183,27112024,hyderabad,desktop,online data analytics
A1881,data analytics course,130,5774,241.97,11,7,0.044,1708,20241120,hyderabad,desktop,data analytics course
A1882,data analytics course,110,4542,227.95,20,4,0.036,1423,20241111,hyderbad,desktop,data analytics training
A1883,data analytics course,122,5179,215.57,11,4,0.033,1507,20241118,hyderabad,tablet,analytics for data
A1884,data analytics course,113,5265,184.21,27,5,0.044,1353,20112024,hyderbad,tablet,data analytics online
A1885,data analytics course,140,5297,223.9,28,6,0.043,1630,20241121,hyderabad,mobile,data analytics course
A1886,data analytics course,170,3347,248.44,27,3,0.046,1719,20241120,hyderabad,desktop,learn data analytics
A1887,data analytics course,176,5960,245.33,19,8,0.045,1761,20241125,hyderabad,tablet,analytics for data
A1888,data analytics course,0,5143,246.3,19,5,0.046,1346,5112024,hyderabad,mobile,data analytics training
A1889,data analytics course,195,5265,242.0,10,4,0.054,1699,20241108,hyderabad,tablet,online data analytics
