Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,CTR,CPC,ROAS
A1693,data analytics course,148,5952,186.32,14,4,0.044,1469,10112024,hyderabad,mobile,data analytics course,0.02486559139784946,1.258918918918919,7.884285100901675
A1694,data analytics course,181,3691,229.14,25,10,0.046,1375,20241106,hyderabad,mobile,analytics for data,0.04903820102953129,1.2659668508287292,6.000698263070612
A1695,data analytics course,110,4350,243.88,16,9,0.046,1157,15112024,hyderabad,tablet,online data analytics,0.02528735632183908,2.217090909090909,4.744136460554371
A1696,data analytics course,151,5656,191.95,18,7,0.046,1813,2112024,hyderabad,mobile,data analytics online,0.026697312588401696,1.2711920529801324,9.445168012503256
A1697,data analytics course,90,4566,228.82,29,9,0.051,1697,20241113,hyderabad,desktop,data analytics training,0.01971090670170828,2.5424444444444445,7.416309763132594
A1698,data analytics course,111,4245,245.76,22,8,0.072,1505,20241107,hyderabad,desktop,online data analytics,0.026148409893992933,2.214054054054054,6.123860677083334
A1699,data analytics course,170,5053,217.41,16,9,0.031,1497,17112024,hyderabad,mobile,data analytics training,0.03364338017019592,1.2788823529411764,6.8856078377259555
A1700,data analytics course,112,5093,228.8,23,7,0.062,1188,17112024,hyderabad,desktop,analytics for data,0.02199096799528765,2.042857142857143,5.192307692307692
A1701,data analytics course,188,5336,188.73,17,3,0.016,1601,20241103,hyderabad,tablet,online data analytics,0.03523238380809595,1.0038829787234043,8.483018068139671
A1702,data analytics course,85,4963,186.21,14,6,0.046,1747,5112024,hyderabad,mobile,data analytics course,0.017126737860165223,2.1907058823529413,9.381880672359165
A1703,data analytics course,94,4544,235.77,23,8,0.046,1342,20241105,hyderabad,tablet,online data analytics,0.02068661971830986,2.5081914893617023,5.691987954362302
A1704,data analytics course,177,4901,217.54,20,10,0.056,1975,20241113,hyderabad,tablet,data analytics online,0.036115078555396855,1.2290395480225988,9.078790107566425
A1705,data analytics course,150,5275,192.7,14,4,0.027,1170,27112024,hyderabad,tablet,data analytics online,0.02843601895734597,1.2846666666666666,6.071613907628438
A1706,data analytics course,88,5225,202.97,22,6,0.068,1128,13112024,hyderabad,tablet,online data analytics,0.016842105263157894,2.306477272727273,5.557471547519338
A1707,data analytics course,128,4857,212.61,14,5,0.039,1538,25112024,hyderabad,desktop,data analytics online,0.02635371628577311,1.661015625,7.233902450496213
A1708,data analytics course,163,5310,242.76,26,9,0.055,1793,20241112,hyderabad,mobile,learn data analytics,0.030696798493408662,1.489325153374233,7.385895534684463
A1709,data analytics course,147,5014,193.08,12,8,0.054,1017,20241111,hyderabad,tablet,online data analytics,0.029317909852413244,1.313469387755102,5.2672467371037905
A1710,data analytics course,191,5855,196.54,29,3,0.016,1085,21112024,hyderabad,desktop,data analytics course,0.032621690862510676,1.0290052356020942,5.520504731861199
A1711,data analytics course,0,5916,234.46,17,6,0.044,1982,20241102,hyderabad,desktop,data analytics course,0.0,inf,8.453467542437942
A1712,data analytics course,115,3952,229.18,25,4,0.035,1440,20112024,hyderabad,tablet,online data analytics,0.02909919028340081,1.9928695652173913,6.283270791517584
A1713,data analytics course,123,4208,212.92,29,6,0.049,1184,20241105,hyderabad,desktop,learn data analytics,0.02923003802281369,1.7310569105691056,5.560773999624272
A1714,data analytics course,121,5517,222.14,16,7,0.046,1682,20241102,hyderabad,tablet,learn data analytics,0.02193220953416712,1.8358677685950413,7.5718015665796345
A1715,data analytics course,126,5460,210.83,24,10,0.079,1326,20241114,hyderabad,tablet,online data analytics,0.023076923076923078,1.6732539682539684,6.289427500830052
A1716,data analytics course,110,3159,197.92,26,10,0.091,1608,20241118,hyderabad,mobile,data analytics online,0.03482114593225704,1.7992727272727271,8.124494745351658
A1717,data analytics course,190,5545,223.96,13,7,0.037,1344,20241114,hyderabad,tablet,analytics for data,0.034265103697024346,1.1787368421052633,6.00107161993213
A1718,data analytics course,148,3668,245.79,15,10,0.068,1718,20241125,hyderabad,desktop,data analytics course,0.04034896401308615,1.6607432432432432,6.989706660157045
A1719,data analytics course,86,5663,231.79,19,10,0.116,1547,17112024,hyderabad,mobile,data analytics training,0.015186297015716051,2.695232558139535,6.674144699943915
A1720,data analytics course,172,3123,216.67,15,0,0.046,1759,2112024,hyderabad,desktop,online data analytics,0.055075248158821644,1.2597093023255814,8.118336640974755
A1721,data analytics course,143,5638,229.41,23,4,0.058,1398,20241103,hyderabad,desktop,online data analytics,0.025363604114934372,1.6042657342657343,6.0938930299463845
A1722,data analytics course,172,4436,232.16,21,7,0.041,1050,20241127,hyderabad,mobile,learn data analytics,0.0387736699729486,1.349767441860465,4.522742935906272
A1723,data analytics course,138,5555,188.55,14,8,0.058,1593,24112024,hyderabad,desktop,data analytics training,0.02484248424842484,1.366304347826087,8.448687350835321
A1724,data analytics course,132,4972,248.45,25,9,0.046,1126,20241119,hyderabad,tablet,data analytics online,0.02654867256637168,1.8821969696969696,4.532099013886094
A1725,data analytics course,174,3231,215.57,10,7,0.04,1128,20241112,hyderabad,mobile,data analytics course,0.05385329619312906,1.2389080459770114,5.23263904996057
A1726,data analytics course,154,3461,235.36,18,4,0.046,1212,18112024,hyderabad,tablet,data analytics online,0.044495810459404796,1.5283116883116885,5.149558123725357
A1727,data analytics course,126,3423,236.21,25,9,0.071,1106,20112024,hyderabad,tablet,data analytics training,0.03680981595092025,1.8746825396825397,4.682274247491638
A1728,data analytics course,138,4025,220.96,21,7,0.051,1416,20241124,hyderabad,tablet,data analytics online,0.03428571428571429,1.6011594202898551,6.408399710354815
A1729,data analytics course,193,3800,199.76,27,9,0.047,1393,20241117,hyderabad,mobile,data analytics course,0.05078947368421052,1.0350259067357512,6.97336804164998
A1730,data analytics course,156,5293,210.43,26,6,0.038,1449,28112024,hyderabad,tablet,data analytics course,0.0294728887209522,1.3489102564102564,6.885900299386969
A1731,data analytics course,142,3565,180.39,26,5,0.035,1147,20241101,hyderabad,tablet,data analytics training,0.03983169705469846,1.2703521126760562,6.358445590110317
A1732,data analytics course,92,4296,239.12,11,10,0.046,1169,20241102,hyderabad,tablet,data analytics training,0.021415270018621976,2.5991304347826087,4.888758782201405
A1733,data analytics course,190,3567,249.26,0,7,0.057,1517,20241126,hyderabad,desktop,data analytics online,0.05326604990187833,1.3118947368421052,6.086014603225548
A1734,data analytics course,134,4854,198.93,21,8,0.06,1101,3112024,hyderabad,desktop,analytics for data,0.027606098063452822,1.4845522388059702,5.53461016437943
A1735,data analytics course,144,0,186.47,29,8,0.056,1437,29112024,hyderabad,mobile,data analytics course,,1.2949305555555555,7.706333458465169
A1736,data analytics course,117,4630,196.66,15,8,0.046,1361,17112024,hyderabad,desktop,online data analytics,0.02526997840172786,1.6808547008547008,6.920573578765382
A1737,data analytics course,160,3448,210.38,19,7,0.044,1705,14112024,hyderabad,desktop,data analytics course,0.04640371229698376,1.314875,8.10438254586938
A1738,data analytics course,146,5297,198.89,30,8,0.055,2000,20241102,hyderabad,desktop,data analytics training,0.02756277138002643,1.3622602739726026,10.055809744079642
A1739,data analytics course,175,3818,190.89,30,10,0.039,1088,20241110,hyderabad,tablet,data analytics online,0.045835515976951284,1.0908,5.6996175808057
A1740,data analytics course,122,4791,223.16,12,4,0.033,1246,5112024,hyderabad,tablet,learn data analytics,0.02546441243999165,1.8291803278688525,5.583437892095358
A1741,data analytics course,85,3713,225.74,23,5,0.047,1867,24112024,hyderabad,tablet,data analytics online,0.022892539725289523,2.655764705882353,8.270576769735094
A1742,data analytics course,167,3634,202.75,30,10,0.06,1503,20241123,hyderabad,desktop,data analytics training,0.04595487066593286,1.214071856287425,7.413070283600494
A1743,data analytics course,158,3025,180.5,24,9,0.046,1725,26112024,hyderabad,tablet,data analytics training,0.05223140495867769,1.1424050632911393,9.556786703601109
A1744,data analytics course,176,5868,184.46,0,4,0.023,1229,20241120,hyderabad,desktop,data analytics course,0.029993183367416496,1.0480681818181818,6.662691098341104
A1745,data analytics course,111,3050,208.87,10,7,0.063,1774,20241126,hyderabad,tablet,analytics for data,0.03639344262295082,1.8817117117117117,8.49332120457701
A1746,data analytics course,186,5301,215.57,14,9,0.046,1230,20241117,hyderabad,desktop,learn data analytics,0.03508771929824561,1.1589784946236559,5.705803219371898
A1747,data analytics course,177,3042,239.64,26,4,0.023,1646,20241120,hyderabad,mobile,data analytics course,0.05818540433925049,1.3538983050847457,6.868636287764981
A1748,data analytics course,150,5272,239.06,13,9,0.06,1232,1112024,hyderabad,desktop,online data analytics,0.028452200303490136,1.5937333333333334,5.153517945285702
A1749,data analytics course,160,4279,191.56,22,10,0.039,1234,12112024,hyderabad,mobile,data analytics course,0.0373919139985978,1.19725,6.4418458968469405
A1750,data analytics course,147,5659,188.07,22,4,0.045,1796,25112024,hyderabad,mobile,analytics for data,0.02597632090475349,1.2793877551020407,9.549635773913968
A1751,data analytics course,198,4816,224.96,21,4,0.042,1601,5112024,hyderabad,mobile,online data analytics,0.04111295681063123,1.1361616161616162,7.116820768136558
A1752,data analytics course,145,3874,215.57,10,10,0.069,1153,20241130,hyderabad,mobile,data analytics training,0.03742901393908105,1.4866896551724138,5.348610660110405
A1753,data analytics course,94,5221,225.23,17,3,0.036,1209,19112024,hyderabad,tablet,learn data analytics,0.01800421375215476,2.396063829787234,5.367846201660525
A1754,data analytics course,90,5859,187.29,17,5,0.056,1375,16112024,hyderabad,mobile,analytics for data,0.015360983102918587,2.081,7.3415558759143575
A1755,data analytics course,182,5055,232.64,26,8,0.036,1815,10112024,hyderabad,mobile,data analytics training,0.036003956478733924,1.2782417582417582,7.801753782668501
A1756,data analytics course,0,4373,199.32,16,5,0.046,1150,20241102,hyderabad,desktop,data analytics training,0.0,inf,5.769616696769015
A1757,data analytics course,0,0,234.85,11,8,0.046,1398,20241104,hyderabad,desktop,data analytics training,,inf,5.952735788801363
A1758,data analytics course,103,3547,232.35,11,8,0.078,1663,26112024,hyderabad,tablet,learn data analytics,0.029038624189455877,2.2558252427184464,7.15730578868087
A1759,data analytics course,148,3128,197.02,27,9,0.061,1214,20241112,hyderabad,tablet,data analytics training,0.04731457800511509,1.3312162162162162,6.161810983656482
A1760,data analytics course,151,5201,198.56,15,10,0.066,1716,20241105,hyderabad,tablet,data analytics training,0.02903287829263603,1.3149668874172185,8.642224012892829
A1761,data analytics course,148,5510,210.42,27,4,0.048,1352,20241106,hyderabad,mobile,learn data analytics,0.026860254083484573,1.4217567567567566,6.425244748598042
A1762,data analytics course,103,5628,195.6,24,8,0.034,1065,20241109,hyderabad,mobile,analytics for data,0.01830135039090263,1.899029126213592,5.4447852760736195
A1763,data analytics course,115,5445,183.55,21,7,0.059,1721,20241107,hyderabad,tablet,data analytics course,0.021120293847566574,1.5960869565217393,9.376191773358757
A1764,data analytics course,160,5936,239.87,29,4,0.046,1320,20241124,hyderabad,mobile,analytics for data,0.026954177897574125,1.4991875000000001,5.502980781256514
A1765,data analytics course,166,5808,194.79,14,8,0.048,1799,20241114,hyderabad,tablet,data analytics training,0.028581267217630855,1.173433734939759,9.235587042455979
A1766,data analytics course,187,3282,234.91,10,7,0.041,1525,29112024,hyderabad,mobile,online data analytics,0.056977452772699576,1.2562032085561496,6.491847941764932
A1767,data analytics course,172,3334,243.12,30,9,0.052,1505,20241108,hyderabad,mobile,online data analytics,0.05158968206358728,1.4134883720930234,6.190358670615334
A1768,data analytics course,172,5546,241.81,24,10,0.058,1681,20241103,hyderabad,desktop,learn data analytics,0.031013342949873783,1.4058720930232558,6.9517389686117195
A1769,data analytics course,187,5734,187.44,10,8,0.043,1183,23112024,hyderabad,tablet,analytics for data,0.03261248692012557,1.0023529411764707,6.311352966282544
A1770,data analytics course,196,4964,249.47,26,9,0.046,1996,20241119,hyderabad,mobile,learn data analytics,0.0394842868654311,1.2728061224489795,8.00096203952379
A1771,data analytics course,131,4774,240.53,24,7,0.053,1505,9112024,hyderabad,tablet,data analytics training,0.02744030163385002,1.8361068702290075,6.257015756870245
A1772,data analytics course,103,5244,205.9,22,7,0.032,1954,20241116,hyderabad,mobile,analytics for data,0.019641495041952707,1.9990291262135922,9.490043710539096
A1773,data analytics course,114,3064,196.01,23,6,0.053,1348,30112024,hyderabad,mobile,learn data analytics,0.03720626631853786,1.7193859649122807,6.877200142849855
A1774,data analytics course,116,3265,199.21,24,10,0.086,1006,21112024,hyderabad,mobile,learn data analytics,0.03552833078101072,1.7173275862068966,5.04994729180262
A1775,data analytics course,164,5351,217.9,10,9,0.055,1431,20241112,hyderabad,tablet,online data analytics,0.030648476920201832,1.3286585365853658,6.567232675539238
A1776,data analytics course,160,5830,215.57,15,10,0.062,1270,26112024,hyderabad,mobile,online data analytics,0.0274442538593482,1.3473125,5.8913577956116345
A1777,data analytics course,112,4808,221.57,17,7,0.062,1186,20241125,hyderabad,desktop,data analytics online,0.02329450915141431,1.9783035714285713,5.352710204450061
A1778,data analytics course,87,5506,188.77,11,5,0.046,1774,20241122,hyderabad,mobile,learn data analytics,0.01580094442426444,2.169770114942529,9.397679716056576
A1779,data analytics course,0,4798,198.45,20,10,0.046,1937,20241114,hyderabad,mobile,data analytics training,0.0,inf,9.760644998740238
A1780,data analytics course,139,5763,214.49,15,5,0.045,1781,20241101,hyderabad,desktop,data analytics online,0.02411938226618081,1.543093525179856,8.303417408737003
A1781,data analytics course,193,3271,187.76,30,9,0.053,1209,20241113,hyderabad,tablet,online data analytics,0.059003362885967595,0.9728497409326424,6.43907115466553
A1782,data analytics course,151,4402,248.65,21,4,0.046,1722,19112024,hyderabad,desktop,data analytics online,0.034302589731940024,1.6466887417218543,6.925397144580736
A1783,data analytics course,90,4281,216.36,24,4,0.046,1768,20241104,hyderabad,mobile,learn data analytics,0.02102312543798178,2.4040000000000004,8.171565908670733
A1784,data analytics course,169,4480,215.57,11,10,0.059,1769,20241128,hyderabad,tablet,online data analytics,0.037723214285714284,1.2755621301775149,8.206151134202347
A1785,data analytics course,197,4373,218.3,18,9,0.059,1988,20241114,hyderabad,desktop,learn data analytics,0.04504916533272353,1.1081218274111675,9.106733852496564
A1786,data analytics course,132,0,219.44,17,3,0.055,1949,20241124,hyderabad,desktop,learn data analytics,,1.6624242424242424,8.88169886985053
A1787,data analytics course,96,5503,243.51,11,6,0.062,1687,20241102,hyderabad,desktop,data analytics online,0.017445029983645284,2.5365625,6.927846905671225
A1788,data analytics course,160,4154,230.16,15,6,0.046,1667,20241116,hyderabad,mobile,online data analytics,0.038517091959557055,1.4385,7.242787625999305
A1789,data analytics course,162,5161,240.72,16,7,0.046,1649,20241115,hyderabad,tablet,learn data analytics,0.0313892656461926,1.4859259259259259,6.850282485875706
A1790,data analytics course,171,5517,233.86,23,5,0.029,1349,24112024,hyderabad,tablet,data analytics course,0.03099510603588907,1.3676023391812866,5.7684084494997006
A1791,data analytics course,110,4161,204.28,16,10,0.046,1447,20241114,hyderabad,mobile,data analytics online,0.026435952895938475,1.8570909090909091,7.0834149206970825
A1792,data analytics course,103,5332,243.72,16,3,0.029,1882,20241128,hyderabad,desktop,online data analytics,0.019317329332333082,2.36621359223301,7.721976038076481
A1793,data analytics course,167,3620,243.81,24,8,0.053,1001,20241105,hyderabad,desktop,data analytics course,0.04613259668508287,1.459940119760479,4.10565604364054
A1794,data analytics course,132,4117,239.04,28,3,0.023,1761,20241107,hyderabad,mobile,analytics for data,0.03206218119990284,1.8109090909090908,7.366967871485944
A1795,data analytics course,145,5400,219.89,29,3,0.046,1152,20112024,hyderabad,tablet,data analytics course,0.026851851851851852,1.5164827586206895,5.2389831279276
A1796,data analytics course,140,5220,183.39,25,8,0.057,1918,11112024,hyderabad,desktop,learn data analytics,0.02681992337164751,1.3099285714285713,10.458585528109495
A1797,data analytics course,122,0,217.66,25,10,0.053,1799,20241126,hyderabad,tablet,data analytics online,,1.7840983606557377,8.265184232288892
A1798,data analytics course,87,4081,180.63,20,4,0.046,1665,20241108,hyderabad,tablet,data analytics online,0.021318304337172262,2.076206896551724,9.217737917289487
A1799,data analytics course,141,4239,199.82,15,5,0.035,1639,20241127,hyderabad,mobile,data analytics training,0.03326256192498231,1.4171631205673758,8.202382143929537
A1800,data analytics course,157,3367,248.9,0,8,0.051,1470,30112024,hyderabad,tablet,data analytics training,0.04662904662904663,1.5853503184713376,5.905986339895541
A1801,data analytics course,95,5721,208.53,16,6,0.063,1863,20241105,hyderabad,mobile,data analytics course,0.016605488550952632,2.1950526315789474,8.933966335779024
A1802,data analytics course,160,5166,210.21,20,7,0.044,1850,20241121,hyderabad,desktop,data analytics course,0.03097173828881146,1.3138125,8.800723086437372
A1803,data analytics course,133,5430,217.34,16,6,0.045,1199,20241114,hyderabad,mobile,data analytics online,0.024493554327808472,1.6341353383458648,5.516701941658232
A1804,data analytics course,154,3452,215.61,21,7,0.058,1631,20241102,hyderabad,mobile,analytics for data,0.044611819235225954,1.4000649350649352,7.564584202959046
A1805,data analytics course,188,0,220.11,13,4,0.021,1262,29112024,hyderabad,tablet,data analytics online,,1.1707978723404255,5.733496887919676
A1806,data analytics course,186,5073,233.58,15,4,0.046,1965,20241104,hyderabad,tablet,online data analytics,0.03666469544648137,1.2558064516129033,8.412535319804777
A1807,data analytics course,101,5757,249.33,25,9,0.035,1129,20241101,hyderabad,mobile,learn data analytics,0.017543859649122806,2.468613861386139,4.528135402879718
A1808,data analytics course,150,3323,227.55,14,4,0.027,1931,20241118,hyderabad,mobile,data analytics course,0.04513993379476377,1.5170000000000001,8.486047022632388
A1809,data analytics course,127,5417,229.06,26,8,0.063,1086,20241121,hyderabad,tablet,learn data analytics,0.023444711094701864,1.8036220472440945,4.741115864838907
A1810,data analytics course,117,5445,213.9,10,5,0.043,1804,19112024,hyderabad,desktop,data analytics course,0.021487603305785124,1.8282051282051281,8.433847592332866
A1811,data analytics course,152,5173,230.47,15,5,0.036,1779,20241126,hyderabad,desktop,learn data analytics,0.02938333655519041,1.51625,7.719008981646201
A1812,data analytics course,87,3643,220.76,27,7,0.046,1393,20241103,hyderabad,desktop,data analytics online,0.023881416415042548,2.537471264367816,6.310019931146948
A1813,data analytics course,181,3863,180.12,17,7,0.035,1892,20241128,hyderabad,desktop,data analytics course,0.04685477608076624,0.9951381215469614,10.504108372196313
A1814,data analytics course,147,3661,191.67,17,4,0.027,1505,24112024,hyderabad,desktop,online data analytics,0.040152963671128104,1.3038775510204081,7.852037355872072
A1815,data analytics course,173,5463,232.38,17,5,0.029,1568,20241126,hyderabad,desktop,analytics for data,0.031667581914698886,1.3432369942196531,6.747568637576384
A1816,data analytics course,123,3459,211.88,21,4,0.033,1223,24112024,hyderabad,tablet,learn data analytics,0.03555941023417172,1.7226016260162602,5.772135170851425
A1817,data analytics course,162,3906,237.24,13,5,0.033,1062,20241110,hyderabad,desktop,data analytics training,0.041474654377880185,1.4644444444444444,4.476479514415781
A1818,data analytics course,135,4645,182.94,12,0,0.046,1927,20241130,hyderabad,desktop,online data analytics,0.02906350914962325,1.3551111111111112,10.533508254072373
A1819,data analytics course,169,3317,232.35,29,3,0.049,1988,20241124,hyderabad,mobile,data analytics training,0.05094965330117576,1.374852071005917,8.556057671616097
A1820,data analytics course,120,3235,220.67,11,4,0.046,1890,20241117,hyderabad,mobile,learn data analytics,0.03709428129829984,1.8389166666666665,8.564825304753706
A1821,data analytics course,0,4823,234.73,30,5,0.046,1361,25112024,hyderabad,mobile,data analytics training,0.0,inf,5.798151067183573
A1822,data analytics course,167,4403,189.36,25,4,0.03,1572,6112024,hyderabad,desktop,learn data analytics,0.03792868498750852,1.1338922155688624,8.301647655259822
A1823,data analytics course,101,3530,184.83,22,5,0.046,1802,13112024,hyderabad,mobile,learn data analytics,0.028611898016997168,1.83,9.749499540117945
A1824,data analytics course,129,4679,239.21,19,3,0.023,1215,20241104,hyderabad,mobile,data analytics online,0.027569993588373583,1.8543410852713178,5.079219096191631
A1825,data analytics course,153,5396,233.79,13,8,0.046,1571,1112024,hyderabad,mobile,data analytics training,0.028354336545589325,1.5280392156862745,6.719705718807477
A1826,data analytics course,0,3976,248.65,16,4,0.046,1160,15112024,hyderabad,mobile,data analytics training,0.0,inf,4.665192036999799
A1827,data analytics course,108,5545,209.82,11,8,0.074,1491,20241108,hyderabad,mobile,analytics for data,0.019477006311992787,1.9427777777777777,7.1060909350872175
A1828,data analytics course,85,4772,211.62,15,10,0.118,1669,19112024,hyderabad,mobile,learn data analytics,0.017812238055322716,2.4896470588235293,7.886778187316889
A1829,data analytics course,109,4941,242.54,18,9,0.083,1278,20241111,hyderabad,desktop,data analytics training,0.022060311677798018,2.225137614678899,5.269233940793272
A1830,data analytics course,119,4369,216.29,16,4,0.046,1505,20241122,hyderabad,tablet,learn data analytics,0.027237354085603113,1.817563025210084,6.958250497017893
A1831,data analytics course,143,5526,185.94,15,8,0.056,1712,25112024,hyderabad,desktop,analytics for data,0.02587766920014477,1.3002797202797203,9.20727116274067
A1832,data analytics course,161,5302,184.29,13,8,0.036,1703,30112024,hyderabad,tablet,learn data analytics,0.030365899660505468,1.1446583850931678,9.240870367355798
A1833,data analytics course,146,4424,196.88,20,3,0.021,1757,30112024,hyderabad,tablet,online data analytics,0.03300180831826401,1.3484931506849316,8.924217797643236
A1834,data analytics course,82,5971,235.52,14,8,0.098,1568,6112024,hyderabad,mobile,learn data analytics,0.013733043041366605,2.87219512195122,6.657608695652174
A1835,data analytics course,88,3733,244.35,12,8,0.091,1622,20241127,hyderabad,mobile,online data analytics,0.02357353335119207,2.7767045454545456,6.638019234704318
A1836,data analytics course,127,4403,244.3,15,7,0.055,1832,22112024,hyderabad,tablet,data analytics course,0.028843970020440608,1.9236220472440946,7.4989766680311085
A1837,data analytics course,179,5118,189.59,15,6,0.034,1892,20241128,hyderabad,tablet,data analytics course,0.034974599452911294,1.0591620111731843,9.979429294794029
A1838,data analytics course,199,4407,240.05,21,9,0.045,1054,13112024,hyderabad,desktop,data analytics online,0.04515543453596551,1.206281407035176,4.390751926681941
A1839,data analytics course,191,3190,211.1,10,7,0.037,1505,22112024,hyderabad,tablet,learn data analytics,0.05987460815047022,1.1052356020942409,7.1293225959261015
A1840,data analytics course,99,4880,245.13,25,8,0.046,1236,20241119,hyderabad,tablet,data analytics course,0.02028688524590164,2.476060606060606,5.042222494186758
A1841,data analytics course,122,5774,224.4,23,10,0.046,1330,20241114,hyderabad,mobile,learn data analytics,0.02112919986144787,1.839344262295082,5.926916221033868
A1842,data analytics course,178,4103,207.23,17,8,0.045,1612,20241115,hyderabad,mobile,analytics for data,0.04338289056787716,1.1642134831460673,7.778796506297351
A1843,data analytics course,157,4414,240.57,17,9,0.057,1483,20241127,hyderabad,desktop,learn data analytics,0.03556864521975532,1.5322929936305731,6.1645259176123375
A1844,data analytics course,199,5319,216.7,25,9,0.045,1505,1112024,hyderabad,desktop,online data analytics,0.03741304756533183,1.0889447236180905,6.945085371481311
A1845,data analytics course,192,3320,208.09,17,3,0.016,1169,18112024,hyderabad,mobile,data analytics training,0.05783132530120482,1.0838020833333333,5.617761545485126
A1846,data analytics course,144,4146,246.1,18,10,0.069,1074,15112024,hyderabad,desktop,analytics for data,0.03473227206946455,1.7090277777777778,4.36407964242178
A1847,data analytics course,147,4720,227.6,23,8,0.046,1907,20241105,hyderabad,tablet,online data analytics,0.03114406779661017,1.5482993197278911,8.378734622144112
A1848,data analytics course,121,3557,237.03,16,7,0.046,1255,20241125,hyderabad,mobile,data analytics online,0.034017430418892325,1.9589256198347107,5.294688436062946
A1849,data analytics course,193,5899,227.24,12,9,0.042,1832,2112024,hyderabad,desktop,analytics for data,0.03271740973046279,1.1774093264248706,8.06196092237282
A1850,data analytics course,170,4968,216.78,21,5,0.045,1997,20241124,hyderabad,tablet,data analytics course,0.03421900161030596,1.2751764705882354,9.212104437678752
A1851,data analytics course,198,5934,199.61,14,6,0.03,1505,13112024,hyderabad,tablet,learn data analytics,0.033367037411526794,1.0081313131313132,7.53970241971845
A1852,data analytics course,133,4078,189.42,21,6,0.045,1969,21112024,hyderabad,desktop,data analytics online,0.032614026483570376,1.4242105263157894,10.394889663182347
A1853,data analytics course,82,4163,208.08,30,8,0.098,1297,20241104,hyderabad,mobile,data analytics course,0.01969733365361518,2.537560975609756,6.233179546328335
A1854,data analytics course,90,4330,249.24,20,4,0.044,1618,20241115,hyderabad,tablet,data analytics training,0.020785219399538105,2.7693333333333334,6.491734874017012
A1855,data analytics course,122,5882,189.76,25,7,0.057,1357,20241125,hyderabad,tablet,analytics for data,0.02074124447466848,1.5554098360655737,7.151138279932547
A1856,data analytics course,105,5645,218.24,17,6,0.046,1420,20241102,hyderabad,mobile,online data analytics,0.018600531443755536,2.0784761904761906,6.5065982404692075
A1857,data analytics course,179,3848,213.26,12,5,0.046,1807,20241129,hyderabad,desktop,data analytics course,0.04651767151767152,1.1913966480446927,8.473225171152585
A1858,data analytics course,91,5609,228.27,12,10,0.11,1098,20241111,hyderabad,desktop,analytics for data,0.016223925833481905,2.5084615384615385,4.810093310553292
A1859,data analytics course,168,4390,195.52,22,10,0.06,1553,20241104,hyderabad,desktop,data analytics course,0.03826879271070615,1.1638095238095238,7.942921440261865
A1860,data analytics course,162,4774,210.8,20,7,0.043,1387,20241129,hyderabad,tablet,analytics for data,0.03393380812735652,1.3012345679012347,6.5796963946869065
A1861,data analytics course,130,5787,218.79,13,10,0.077,1679,20241109,hyderabad,mobile,online data analytics,0.022464143770520133,1.6829999999999998,7.6740253210841445
A1862,data analytics course,97,5192,184.79,13,10,0.046,1382,20241105,hyderabad,mobile,learn data analytics,0.018682588597842834,1.9050515463917526,7.478759673142487
A1863,data analytics course,142,4223,222.28,27,5,0.038,1506,20241107,hyderabad,desktop,learn data analytics,0.033625384797537294,1.5653521126760563,6.775238438006118
A1864,data analytics course,138,3146,197.89,22,7,0.046,1505,20241108,hyderabad,desktop,learn data analytics,0.043865225683407505,1.4339855072463767,7.605235231694376
A1865,data analytics course,186,3988,237.69,15,5,0.027,1603,20241114,hyderabad,tablet,data analytics course,0.04663991975927784,1.2779032258064515,6.744078421473348
A1866,data analytics course,170,3437,232.08,23,5,0.029,1405,20241129,hyderabad,mobile,learn data analytics,0.049461739889438465,1.3651764705882354,6.053946914856946
A1867,data analytics course,85,3718,224.14,21,6,0.071,1938,20241104,hyderabad,desktop,online data analytics,0.0228617536309844,2.636941176470588,8.646381725707148
A1868,data analytics course,115,5343,239.92,20,8,0.046,1381,20241115,hyderabad,desktop,learn data analytics,0.02152348867677335,2.0862608695652174,5.756085361787263
A1869,data analytics course,167,5170,241.21,24,4,0.038,1515,21112024,hyderabad,mobile,data analytics course,0.03230174081237911,1.44437125748503,6.280834127938311
A1870,data analytics course,113,5916,234.58,18,5,0.044,1165,20241112,hyderabad,mobile,data analytics course,0.01910074374577417,2.075929203539823,4.966322789666638
A1871,data analytics course,175,4958,245.96,22,10,0.046,1777,20241121,hyderabad,mobile,online data analytics,0.035296490520371114,1.4054857142857142,7.224751992193853
A1872,data analytics course,112,5538,225.66,22,4,0.041,1505,20241122,hyderabad,desktop,online data analytics,0.020223907547851208,2.0148214285714285,6.669325533989188
A1873,data analytics course,194,5309,191.4,19,10,0.046,1764,13112024,hyderabad,desktop,data analytics training,0.036541721604822,0.98659793814433,9.216300940438872
A1874,data analytics course,0,4539,244.4,18,6,0.046,1638,20241128,hyderabad,mobile,analytics for data,0.0,inf,6.702127659574468
A1875,data analytics course,82,4622,203.99,17,9,0.11,1375,20241112,hyderabad,mobile,online data analytics,0.017741237559498052,2.4876829268292684,6.740526496396882
A1876,data analytics course,0,3355,193.57,26,9,0.046,1961,20241111,hyderabad,mobile,learn data analytics,0.0,inf,10.130702071602006
A1877,data analytics course,179,4992,221.48,27,10,0.037,1062,20241106,hyderabad,tablet,learn data analytics,0.03585737179487179,1.23731843575419,4.7950153512732525
